50 50 True
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
0,0,255
0,0,255
0,0,255
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
0,0,255
0,0,255
0,0,255
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
0,0,255
0,0,255
0,0,255
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
0,0,255
0,0,255
0,0,255
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
0,0,255
0,0,255
0,0,255
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
65,244,226
